name,Make,variant,price,mileage,Type,Model,Body,Fuel,Other Fuel Types,CO2 Emission,Emission Label,Emission Class,horse power,Displacement,Cylinders,Warranty,Previous Owners,first registration,First Registration,Consumption,consumption_country,consumption_city,Electricity consumption,Gearing Type,Gears,Nr. of Seats,Nr. of Doors,Paint Type,Body Color Original,Body Color,Upholstery,Inspection new,Next Inspection,Last Service Date,Full Service,Last Timing Belt Service Date,Perm. GVW,Drive chain,Model Code,Weight,Non-smoking Vehicle,Country version,Offer Number,url_address
BMW 118,BMW,i*M Paket*Klimaa.*Isofix*Teilleder*Fin ab 69€,"€ 3,980.-",139204,Used,118,Compact,Gasoline,,,4 (Green),Euro 4,143,"1,995 cc",,,,12/2008,2008,,,,,Manual,,4,2,Metallic,BLACK SAPPHIRE METALLIC,Black,"Part leather, Black",,01/2022,,,,,,,,,,49,https://www.autoscout24.com/offers/bmw-118-i-m-paket-klimaa-isofix-teilleder-fin-ab-69-gasoline-black-b2269f60-f02f-4fd9-ae18-447e9b26f6bd?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Toyota Auris,Toyota,Sol,"€ 3,985.-",103350,Used,Auris,Sedans,Regular/Benzine E10 91,,166 g/km (comb),4 (Green),Euro 4,124,"1,598 cc",,,,03/2007,2007,7 l/100 km (comb),5.9 l/100 km (country),9 l/100 km (city),,Manual,,5,4,Metallic,mysticschwarz mica,Black,"Cloth, Black",,05/2022,,,,,,,,,,001047,https://www.autoscout24.com/offers/toyota-auris-sol-gasoline-black-5035357a-1aeb-4618-967f-b755a70aeb4c?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Toyota Corolla,Toyota,1.6 TÜV NEU 1.HAND,"€ 3,985.-",91000,Used,Corolla,Sedans,Gasoline,,,4 (Green),,110,"1,598 cc",,,1,12/2004,2004,,,,,Manual,,5,4,Metallic,platingrau mica metallic,Grey,,Yes,,,,,,,,,,,,https://www.autoscout24.com/offers/toyota-corolla-1-6-tuev-neu-1-hand-gasoline-grey-6f80832d-0839-485a-a297-bf7ca72175d7?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Hyundai Grandeur,Hyundai,3.3 V6,"€ 3,985.-",130190,Used,Grandeur,Sedans,Regular/Benzine E10 91,,245 g/km (comb),,,235,"3,342 cc",,,,11/2007,2007,10.2 l/100 km (comb),7.4 l/100 km (country),15.1 l/100 km (city),,Automatic,,5,4,Metallic,SLEEK SILVER,Silver,"Full leather, Black",,,,,,,,,,,,135183,https://www.autoscout24.com/offers/hyundai-grandeur-3-3-v6-gasoline-silver-e4830fe2-c5fc-45f6-a776-3f3242b84c30?cldtidx=1&cldtsrc=listPage&searchId=1964176808
smart forTwo,smart,Cabrio CDI (40 KW) Soundsys+Klimaauto+SHZ,"€ 3,990.-",158088,Used,forTwo,Convertible,Diesel,,89 g/km (comb),,Euro 5,54,799 cc,3,,4,08/2010,2010,3.4 l/100 km (comb),3.4 l/100 km (country),3.5 l/100 km (city),,Automatic,5,2,2,,tridion-Sicherheitszelle in Si,,"Cloth, Grey",,02/2022,,,,,4WD,1313/BKZ,800 kg,,,1447,https://www.autoscout24.com/offers/smart-fortwo-cabrio-cdi-40-kw-soundsys-klimaauto-shz-diesel-0c30fe80-5cad-4538-8584-414c2a66369e?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz E 280,Mercedes-Benz,E 280 T CDI. Navi. Sitzh. Xenon. Temp. PDC.,"€ 3,990.-",332500,Used,E 280,Station wagon,Diesel,,215 g/km (comb),,,190,"2,987 cc",,,,06/2006,2006,8.1 l/100 km (comb),6.4 l/100 km (country),11 l/100 km (city),,Automatic,,5,4,Metallic,periklasgrün metallic,Green,"Full leather, Black",,12/2021,,,,,,,,,,,https://www.autoscout24.com/offers/mercedes-benz-e-280-e-280-t-cdi-navi-sitzh-xenon-temp-pdc-diesel-green-35ddad79-1f09-4214-a6d4-625508b5007f?cldtidx=1&cldtsrc=listPage&searchId=1964176808
smart forTwo,smart,fortwo coupe Micro Hybrid Drive 2.Hd/S-Heft/Klim,"€ 3,990.-",64565,Used,forTwo,Compact,Regular/Benzine 91,,103 g/km (comb),4 (Green),Euro 5,61,999 cc,,,2,05/2010,2010,4.3 l/100 km (comb),3.8 l/100 km (country),5.1 l/100 km (city),,Automatic,,2,2,Metallic,tridion in schwarz,Black,"Cloth, Black",Yes,,,,,,,,,,Germany,,https://www.autoscout24.com/offers/smart-fortwo-fortwo-coupe-micro-hybrid-drive-2-hd-s-heft-klim-gasoline-black-3b98c3dd-a9d0-4be2-93c8-ff6bab2f080b?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 207,Peugeot,SW Sport Kombi Klima Wenig KM Panorama,"€ 3,990.-",87000,Used,207,Station wagon,Regular/Benzine 91,,152 g/km (comb),4 (Green),Euro 4,120,"1,598 cc",,,3,09/2007,2007,6.4 l/100 km (comb),5.2 l/100 km (country),8.7 l/100 km (city),,Manual,,5,4,,FARBE ROT ADEN,Red,"Cloth, Black",,12/2022,,,,,,,,,Germany,,https://www.autoscout24.com/offers/peugeot-207-sw-sport-kombi-klima-wenig-km-panorama-gasoline-red-9e4bae88-dfa0-4ce1-9e91-c72b971ee5f3?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Audi A2,Audi,1.4 Klimaaut. Radio/CD elek. Fensterh.,"€ 3,990.-",176200,Used,A2,Sedans,Regular/Benzine 91,,142 g/km (comb),4 (Green),Euro 4,75,"1,390 cc",,,,01/2003,2003,6 l/100 km (comb),4.8 l/100 km (country),8.3 l/100 km (city),,Manual,,5,4,,Amulettrot,Red,"Cloth, Grey",Yes,,,,,,,,,,Germany,,https://www.autoscout24.com/offers/audi-a2-1-4-klimaaut-radio-cd-elek-fensterh-gasoline-red-20141f48-bb44-4b42-b286-2e51e90a5650?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Polo,Volkswagen,IV Comfortline 1.4 Automatik Erst 47.000 KM!!!,"€ 3,990.-",47000,Used,Polo,Sedans,Super 95,,182 g/km (comb),,Euro 4,75,"1,390 cc",4,,2,02/2003,2003,7.6 l/100 km (comb),6.1 l/100 km (country),10.4 l/100 km (city),,Automatic,4,5,3,Metallic,reflexsilber,Silver,Cloth,,05/2023,,,,,,,,,Germany,407,https://www.autoscout24.com/offers/volkswagen-polo-iv-comfortline-1-4-automatik-erst-47-000-km-gasoline-silver-cf7f3e11-78b2-4d0b-8e3d-a11638f236a6?cldtidx=1&cldtsrc=listPage&searchId=1964176808
